"","V1"
"1",0.731764129359583
"2",0.731764129359583
"3",0.735902234230408
"4",0.793938967259018
"5",0.793938967259019
"6",0.727216531191261
"7",0.784665091129787
"8",0.803621316026631
"9",0.803621316026631
"10",0.803621316026631
"11",0.805545698993047
"12",0.803513235925479
"13",0.758403153560142
"14",0.758403153560142
"15",0.758403153560141
"16",0.783394475424288
"17",0.783394475424289
"18",0.783394475424289
"19",0.824102607468647
"20",0.824102607468647
"21",0.824102607468647
"22",0.823047645310499
"23",0.8230476453105
"24",0.794235149987305
"25",0.794235149987305
"26",0.794235149987305
"27",0.794235149987305
"28",0.794235149987305
"29",0.832272402424218
"30",0.828989343221519
"31",0.809163371538189
"32",0.809163371538189
"33",0.809163371538189
"34",0.809163371538189
"35",0.794025789294794
"36",0.744770107199842
"37",0.754694545631745
"38",0.743842186489258
"39",0.787264693915099
"40",0.781644990077692
"41",0.787264693915099
"42",0.7872646939151
"43",0.738589758834909
"44",0.738589758834909
"45",0.795084028344169
"46",0.78626296126902
"47",0.78626296126902
"48",0.771184395909499
"49",0.769336854163054
"50",0.775726309269303
"51",0.775726309269303
"52",0.775726309269303
"53",0.772846944194295
"54",0.782842950445302
"55",0.782842950445302
"56",0.788186566057354
"57",0.788186566057354
"58",0.787711631470219
"59",0.787711631470219
"60",0.756200818367263
"61",0.734078295185361
"62",0.733864881240052
"63",0.733864881240052
"64",0.735681464819002
"65",0.743672980039952
"66",0.743672980039952
"67",0.735681464819002
"68",0.734188343955165
"69",0.734188343955165
"70",0.661422297783988
"71",0.661422297783989
"72",0.685903421086176
"73",0.742128849744013
"74",0.742128849744013
"75",0.742128849744013
"76",0.728924926635681
"77",0.733141714014254
"78",0.742941425006459
"79",0.742941425006458
"80",0.742941425006458
"81",0.742941425006459
"82",0.742941425006458
"83",0.740358309142042
"84",0.740358309142042
"85",0.740358309142042
"86",0.663024036023234
"87",0.663024036023234
"88",0.663024036023234
"89",0.663024036023234
"90",0.663024036023234
"91",0.692618056075882
"92",0.724744966625123
"93",0.746242197637053
"94",0.725855014994971
"95",0.708544528926648
"96",0.712925890260436
"97",0.724410404165453
"98",0.61406505712751
"99",0.667502366582264
"100",0.667502366582263
"101",0.715179753558348
"102",0.704033390003255
"103",0.762780096265152
"104",0.768675273098557
"105",0.76409450743255
"106",0.699841147264012
"107",0.709039756258882
"108",0.73186449083249
"109",0.681932722934635
"110",0.716576150755837
"111",0.731719683310539
"112",0.73171968331054
"113",0.735885845291295
"114",0.721134012554469
"115",0.721134012554469
"116",0.721134012554469
"117",0.721134012554469
"118",0.725420240969054
"119",0.719195668181833
"120",0.697074533801719
"121",0.697074533801718
"122",0.791052291067364
"123",0.791052291067363
"124",0.791052291067362
"125",0.791052291067363
"126",0.791052291067362
"127",0.778826709661989
"128",0.680355348079576
"129",0.770152130754592
"130",0.724029236768929
"131",0.727772421401992
"132",0.677359791721785
"133",0.72402923676893
"134",0.72402923676893
"135",0.72402923676893
"136",0.773595487057906
"137",0.671388447768016
"138",0.739062064684311
"139",0.717166549102667
"140",0.76205290924309
"141",0.762052909243091
"142",0.66338543180592
"143",0.703342358063194
"144",0.574609645848891
"145",0.77253967300719
"146",0.751958171797977
"147",0.751958171797979
"148",0.751958171797976
"149",0.772539673007183
"150",0.681361360247139
"151",0.681361360247144
"152",0.681361360247136
"153",0.772539673007186
"154",0.77253967300718
"155",0.6668051618087
"156",0.6668051618087
"157",0.6668051618087
"158",0.6668051618087
"159",0.6668051618087
"160",0.6668051618087
"161",0.6668051618087
"162",0.6668051618087
"163",0.685771264745449
"164",0.685771264745449
"165",0.679629540583361
"166",0.67962954058336
"167",0.679629540583361
"168",0.633089588297884
"169",0.725474094440521
"170",0.633089588297881
"171",0.550681412590656
"172",0.624611047515071
"173",0.679048513541379
"174",0.67962954058336
"175",0.67962954058336
"176",0.67962954058336
"177",0.67962954058336
"178",0.697510121702336
"179",0.679048513541379
"180",0.679048513541379
"181",0.697510121702336
"182",0.698575265596846
"183",0.698575265596846
"184",0.698575265596846
"185",0.792370837853084
"186",0.792370837853085
"187",0.697510121702337
"188",0.690749391440293
"189",0.697510121702337
"190",0.697510121702336
"191",0.681410891650373
"192",0.681410891650373
