"","AESANDES","AGUAS/A","ANDINAB","BCI","BSAN","CAP","CCU","CENCOSUD","CHILE","CMPC","COLBUN","CONCHA","COPEC","ECL","ENELAM","ENELCHIL","ENTEL","FALAB","IAM","ILC","ITAUCORP","PARAUCO","RIPLEY","SECUR","SMU","SONDA","SQM/B","VAPORES"
"385",0.136247981662068,0.153929095361288,0.2825911047531,0.420977433471158,0.122044043482112,0.1286925519791,0.0613447307742074,0.117038673943377,0.24821575581542,0.0655615596359417,0.202301736654738,0.295596251108074,0.128302969151621,1,0.0316227939390645,0.488494861857733,0.265575912710297,0.548984105074272,0.404569062654799,0.12075554215779,0.34002296567248,0.37328804612315,0.88703437540932,0.317841158450889,0.669771453194295,0.254345108954006,0.0290121141591895,0.0560363122638045
"386",0.10792702735521,0.170773376732292,0.300190262792474,0.393984021122593,0.0201056667192957,0.194342404486355,0.00942663896089017,0.0699339244811856,0.0457576112377483,0.0204251477474454,0.174888791205463,0.317533987835135,0.0477502247162919,0.227286601386135,0.00920807455014149,0.451864520932655,0.169612796052013,0.112231112493802,0.480574465334819,0.081008587768313,0.358193954832653,0.271921333828972,1,0.26986995182749,0.762642467085832,0.421056988237631,0.00845105567806829,0.0786601125712062
"387",0.195022113751496,0.115148673828618,0.38308753888827,0.280310267830396,0.0621975577950618,0.0976744551767326,0.165967493140747,0.126979684256317,0.187325130916116,0.117453021029911,0.123829165947629,0.404165346158681,0.3643012977134,0.10633529590697,0.0516375653540235,0.33030867883601,0.0983909593862102,0.543967214597294,0.328407550164794,0.17383875775907,0.31581171106185,0.346329383041145,0.758201047823043,0.491257189325536,1,0.220472362164601,0.146490147937794,0.0382808991560952
"388",0.164176976004171,0.0951854562497381,0.385874244189568,0.274157143400761,0.0915935755105776,0.130434211967852,0.225976221332456,0.0466999866989754,0.274581329963442,0.160286036529945,0.102209053111499,0.409071378742527,0.490182808334574,0.0880087042724441,0.0711714861656994,0.269398278264506,0.0974357236809155,0.713567936573283,0.26815055359993,0.146365661760712,0.115180161092648,0.351179071029414,0.608621788754141,0.409199402222909,1,0.291084722797292,0.198856815352145,0.051526616985394
"389",0.164206621059799,0.0953695526367741,0.384978683019021,0.279478429280057,0.0907133232331838,0.128481030102104,0.224761135238207,0.0474685305185575,0.272451856556935,0.15866754276643,0.103080135055306,0.408562575781169,0.48650956928369,0.0883544334547177,0.0703682345249956,0.272048927248002,0.0991685893003546,0.709391879313392,0.269649796841603,0.145960899359169,0.117341011206617,0.350587597607214,0.614814480887593,0.409055497962224,1,0.288492712180543,0.197108449465766,0.050622071531515
"390",0.289723586234761,0.150808720019622,0.413386365869478,0.38325982823132,0.130845218765195,0.0740576302042124,0.0790131967341728,0.0656499355855203,0.376000569770472,0.0767974814299437,0.153480094282258,0.4409064075347,0.159071108973213,0.139872674540956,0.0366613098648674,0.379203223664721,0.144585641068237,0.251275805141053,0.394869971518969,0.253000581441348,0.143853013896777,0.377773965901429,0.786078905527051,0.671983280676297,1,0.149773002066314,0.0336767404358075,0.0315381014146367
"391",0.357810474242886,0.139951047485711,0.168808538979197,0.0878536786723209,0.202189456986754,0.307798294914674,0.332509147694092,0.271533094978143,0.577389232310293,0.33162725138021,0.154705204260049,0.180150054334857,0.658231920250634,0.820143637047813,0.161371057002203,0.393837977637136,0.033741582023325,1,0.357748870057721,0.151702132199175,0.0333612905684702,0.154257015109216,0.176089992852229,0.396755675915002,0.402167041853983,0.612677126156521,0.148421361794745,0.133094811405336
"392",0.279845429940957,0.111645944192335,0.42424979875729,0.380250831093855,0.156816379762281,0.15749651340086,0.256940676275949,0.138879655166365,0.447397571802183,0.182029971195382,0.126535936964368,0.453151405162865,0.502345745152159,0.635824437478937,0.248140845901523,0.311972089470115,0.148457754934839,0.481894819481769,0.281964213785817,0.225808921902819,0.146023299703178,0.389246323217771,0.742423563022128,0.582281146046769,1,0.307947446044476,0.0824245231686861,0.0689981421047121
"393",0.425522980773352,0.07534992884839,0.259003104649251,0.405973012492229,0.168675388048491,0.240051078743884,0.0721919802075862,0.214014816917845,0.498828594888433,0.0699973868826326,0.0846323835310683,0.276166602401372,0.146358121895342,0.462563382203931,0.0333787245064489,0.215863258213419,0.153149255128235,0.232743944615462,0.197414430377296,0.374188467516483,0.151030007622715,0.238967301632581,0.841975697427217,1,0.633064352972667,0.493062824352158,0.0306647052402386,0.102117244549242
"394",0.424300198379195,0.0805661969942712,0.256226375566778,0.446477923838628,0.158420183048705,0.281995356771674,0.178131314237106,0.0873009450700519,0.47039727530895,0.172243883398248,0.0896522636470528,0.273430234147395,0.362932633277306,0.495297204930134,0.0817472109102776,0.229947150354312,0.203545574288323,0.165397142347396,0.211738580962668,0.371774363625162,0.165882791528425,0.238252896153829,0.896413552692458,1,0.627063719455587,0.578306289608972,0.0754544921745139,0.119493029696085
"395",0.424767686391552,0.179390833463645,0.256886510976287,0.443156691086243,0.158797510313475,0.287190804396362,0.180479462116531,0.086448425584298,0.471866854220686,0.173282187129525,0.0379736542997592,0.27274816854682,0.367126474347364,0.210813848059376,0.081709697492331,0.0976001287587266,0.201734058390465,0.167114348360759,0.471001204974123,0.373594178699535,0.167029586979244,0.238633128567094,0.887745508446889,1,0.627173926509577,0.580811894535308,0.0757973867391992,0.121646838485606
"396",0.313998503552319,0.117935290181271,0.387475114349294,0.493076513203885,0.0660323610778037,0.309606781237832,0.191327949722857,0.0943643197637481,0.198360586926073,0.181832831645552,0.130629843873859,0.411274678880496,0.392551731676307,0.742084325309004,0.0850027170774479,0.339030787203667,0.221570338625569,0.0696486673401539,0.313022438649181,0.159869360932285,0.184179311514394,0.359874436369523,1,0.427521728485947,0.954520689896431,0.634376077463253,0.0788533038377931,0.130010981508823
"397",0.122589771491157,0.198715118105328,0.363647795884182,0.411672031359975,0.0593218585971827,0.288837024539549,0.170594880413564,0.0765092331591341,0.181377668436914,0.160549592886949,0.0504782111936362,0.385793882747642,0.358023584209704,0.293175398658676,0.0741981519254953,0.131766371452042,0.182318548252641,0.0622829281689703,0.536693244026623,0.146941835937601,0.372901848635762,0.336027956707161,1,0.397532128339041,0.905633258598964,0.603136776467349,0.0685981756331021,0.119750465131402
"398",0.221591241764163,0.14827677369122,0.341216553450758,0.484238902812376,0.0539081066483613,0.27227548142061,0.156090864292522,0.0872673699156302,0.166414970189548,0.144809433571891,0.0897762901444117,0.362642584708683,0.332875621563311,0.537303367435317,0.0657894262745798,0.237342826150173,0.210471437891366,0.0564556898028265,0.407591367889388,0.135603376568447,0.178068700558777,0.316206811847475,1,0.370750283923788,0.861939342500044,0.579750075571415,0.0609937085517254,0.111514854966108
"399",0.163845846867896,0.234414758028979,0.249940433173999,0.547290273897834,0.143408382004471,0.364533108816215,0.236976631306686,0.114071061211438,0.417652998897423,0.239805042926566,0.0724918457494886,0.265138017563008,0.47448091524617,0.373379851127822,0.115822750985195,0.179888524647142,0.258693162227369,0.149822037100698,0.606598259174535,0.330076882985092,0.215460977758344,0.230590392798243,1,0.845140532532686,0.59025485234412,0.711382188819872,0.107952690997986,0.158695129605547
"400",0.410081323429187,0.180390409512277,0.230182482746859,0.406140315216668,0.143609506153942,0.277888701075675,0.159781735867084,0.0733728156771652,0.443709497645331,0.14777025352357,0.0362145057532058,0.244945377473797,0.337308863300148,0.213346173888914,0.0674421641189947,0.0951971543272348,0.176461861453294,0.149978724112986,0.495430043849391,0.363862711559594,0.374500861252023,0.212428457625805,1,0.986050287564979,0.577111966478601,0.584325676640738,0.0627534210922502,0.114330115200196
"401",0.238851346142621,0.179839096700673,0.396012027165541,0.405850606900599,0.0836591116796686,0.276245200557471,0.158488655112203,0.0734735249556073,0.257501972422653,0.146275789263074,0.0360158432312574,0.421338478916291,0.334899324598643,0.212971523674409,0.0666497498097954,0.0948274492775353,0.176728410214912,0.0868800520469505,0.494664324720808,0.210974377815113,0.373893264999508,0.365863289182178,1,0.573025933319228,0.994319702055943,0.581860855379012,0.0620721883312093,0.113559507000724
"402",0.230680750123022,0.13162197238037,0.113890349989607,0.371586916162488,0.0376784570833645,0.398610659425212,0.209559205291735,0.360724147969887,0.121714952823636,0.182516005953582,0.060567124640762,0.121573414739344,0.466742854195468,0.401256174327542,0.0789728573243199,0.16745840967082,0.130808548336392,0.341877039005167,0.381251845710943,0.203978894340751,0.355948485735794,0.104286566746187,1,0.582729594682221,0.299078178225332,0.902367367577219,0.0738131719950247,0.155817449752727
"403",0.310456131260033,0.133623188216929,0.15393413190594,0.37445953181891,0.102545839623684,0.300412094949928,0.159021602720999,0.27182846958723,0.330035430068176,0.13930889956278,0.0615279108794827,0.165189348872612,0.352871512700976,0.403576774114984,0.0604646176337874,0.169364512571008,0.132097355734276,0.10755366489817,0.384116866593811,0.274692439775182,0.357383357374811,0.140775567274236,1,0.781925393102771,0.40377157429837,0.677033545615233,0.0567492978300168,0.117500779272199
"404",0.310330798151712,0.133646552239719,0.153786530713797,0.374067194554908,0.102505948335477,0.303247600800688,0.159407422253545,0.272807111665885,0.33011734168563,0.139602460627042,0.0614546558069425,0.165225737820827,0.353322629917673,0.403345055761242,0.0607535475755361,0.169236778657151,0.131944869133859,0.107532140279233,0.384032549402796,0.274659486626054,0.357038305242691,0.140775675033308,1,0.782403086373323,0.403935565446747,0.678588964769715,0.0569413626539771,0.119274731757302
"405",0.309228854135039,0.133191462033605,0.153968024102966,0.37439952767996,0.101762870651414,0.302649626974409,0.158998273089447,0.272783082370419,0.329045704255659,0.137646858625499,0.0616117815072966,0.16533878589128,0.352085970730539,0.403648394598188,0.0600113912071828,0.169551669823005,0.132126742735406,0.10725585335502,0.383390143491811,0.273575204577656,0.357348116206838,0.140922017554911,1,0.781109173224533,0.404039800720058,0.678086927352923,0.0559282259180125,0.118830804290565
"406",0.310582820154614,0.132974955939264,0.157621638895404,0.373840042459743,0.102427331553281,0.301802747142108,0.159127495092697,0.273322487617724,0.330981766429843,0.137342326055734,0.0613699509293613,0.168447703197222,0.352258240270456,0.402624293880167,0.0597581222959065,0.169073904181994,0.131833271019963,0.107510654055445,0.383013179053717,0.274310892756419,0.357603846711766,0.144110138717806,1,0.78489061142159,0.411142237027006,0.678219373633613,0.0553891864118295,0.118294628374835
"407",0.313190773517777,0.132481761315159,0.160189573394246,0.373268384886556,0.102522040816621,0.300920576025228,0.158014741516177,0.272178762948464,0.33220059148426,0.136873166552883,0.0612147499001815,0.171994678316319,0.350622421912581,0.402337129904082,0.0594566477651366,0.168728548509668,0.131767008285378,0.108876281472473,0.382129222155959,0.275467629084366,0.357527938566304,0.146861728805907,1,0.788892627555485,0.416640557964494,0.676403146378852,0.0552112635254329,0.117907779690972
"408",0.341655711434205,0.13774877829196,0.181583505307225,0.391691353573143,0.115217015542884,0.241213087518113,0.131104524913819,0.0693514959917848,0.366144390431222,0.11583370525546,0.0655836600709274,0.194830115607135,0.285476036915135,0.411273091483425,0.0513652661407317,0.177650994700529,0.169348797750789,0.122335639590014,0.390319266521149,0.300009006502941,0.362724876660548,0.166004716320973,1,0.847443641627889,0.465122705524225,0.5297104698575,0.0473900813341094,0.0960541990194953
"409",0.160224233520727,0.132402155772165,0.308035964761952,0.371619892352443,0.052696490542562,0.30009749177878,0.157213968472606,0.271604167510644,0.170168912704049,0.137793074294385,0.0617106291003569,0.33041593052202,0.349452317559173,0.40125088549526,0.0603041217902389,0.169784675038651,0.13142838303246,0.0558419176675717,0.38181432778861,0.14060638319919,0.356554813469035,0.279522594197649,1,0.404133349064438,0.802920903745076,0.674760524458119,0.0555217712092795,0.11745279161459
"410",0.181918550451494,0.137039222708628,0.335793100582993,0.390977644930344,0.061263776906787,0.238712344877415,0.128180142532676,0.068689715145448,0.19477986104541,0.11430937058304,0.0653609890078547,0.360445947819435,0.280823425071631,0.410035894054675,0.0507853692484485,0.17706826269481,0.168500704904943,0.0649088258752655,0.389049538227712,0.159693311798327,0.36180242452636,0.304708172813497,1,0.451855928325314,0.862106963268233,0.525632098567475,0.0467537727631791,0.0949092441131335
"411",0.141656164863262,0.141925625825322,0.326577268142178,0.379388123512618,0.0356050435389279,0.248136310736267,0.103583477105735,0.091499210902979,0.114176653741778,0.0914058618763933,0.0666083190591665,0.348815755774006,0.223386856150053,0.408900821904677,0.0409424128413569,0.178061595185149,0.137758821409535,0.308680033904917,0.399141532310175,0.124170590073566,0.361427416048015,0.294778383489867,1,0.348661147016194,0.827827328822015,0.539392747583392,0.0375865238616419,0.0995973799896517
"412",0.106557235738576,0.128466510246358,0.258407103525324,0.357930731026308,0.0251952002259584,0.20633198543953,0.0675907574413394,0.05983313114715,0.0842533667007785,0.0568180511978654,0.148566619948901,0.282870743208813,0.152528509824566,0.330962197377094,0.0243832823746728,0.415525234846456,0.124217764106769,0.24001647698364,0.37752452391818,0.0933616464519573,0.345400437909052,0.237327179957891,1,0.273992516280547,0.697757912548388,0.477036259527704,0.0223144567255133,0.0793088134311254
"413",0.106622891684307,0.129856935585428,0.258815863655558,0.356085992088404,0.0248132603472685,0.20554785333087,0.066651902474253,0.0589334991696986,0.0832919002252222,0.0557078249466788,0.147764820974102,0.28352122059234,0.150458201723746,0.328336470808114,0.0239205426548787,0.413640799145748,0.123919982995667,0.238021445612375,0.378959780313986,0.0935020236910516,0.348805826624379,0.238036629033906,1,0.274442995902862,0.69981188235481,0.475693769988617,0.0218074591617511,0.0788067536556717
"414",0.0911365836764374,0.12162243841359,0.23216748324178,0.341396867814035,0.0148220586908218,0.176493800641678,0.252794158265381,0.221218438932097,0.0513523669321866,0.205669590759195,0.0525251322115959,0.253955505053266,0.583707197055471,0.376574208897614,0.0857253808181962,0.151508211045222,0.114905968709728,0.152214393238397,0.364255319538913,0.0797142918362253,0.340669634398706,0.213660322486969,1,0.241065696822838,0.646634903498577,0.423074249672939,0.0782678309819056,0.0657185020616144
"415",0.0935128341036246,0.143379687722162,0.0432218781129245,0.359058724789624,0.105512324022069,0.485845037765156,0.39712557377765,0.346464727384784,0.326763747678053,0.365858017972954,0.0733367103090247,0.047208646473593,0.819675439846027,0.402761136384607,0.1704475763515,0.188010356618433,0.134986424076956,0.473729298637237,0.382843895977505,0.0818103261597044,0.124706532929461,0.333916389032977,0.895019179182318,0.221856896887058,0.107069679184134,1,0.155653289896864,0.202333623359572
"416",0.26078744267299,0.168492378744804,0.130231688939576,0.409296796890973,0.265008910150483,0.477168373914987,0.469098427680325,0.408947425776662,0.79481208323401,0.45396487667218,0.0914330562307031,0.141967746337761,0.935635110604096,0.462747338121474,0.218857647157209,0.226895741341787,0.159387231628592,1,0.436607039981399,0.228082648936817,0.312679887841175,0.375958236930636,0.976541093621674,0.599275541120273,0.311406504551915,0.931549874969405,0.199824107898248,0.206082764842798
"417",0.0666489647909895,0.15228390133749,0.030744402687452,0.46061459549945,0.0743768023295837,0.48636785494906,0.386733947049672,0.338303497726529,0.232397186806696,0.353868945737902,0.0776559631446239,0.0335785732961442,0.803607509425868,0.428602969127561,0.163718590583705,0.199804013175433,0.173216986454059,0.437020107998188,0.408253656078286,0.058312388386671,0.176078508154638,0.355807860796716,0.955903402458911,0.158487347559378,0.0763550181411384,1,0.149326708056079,0.202331164436022
"418",0.068309975920831,0.15389946817679,0.0310470640808443,0.466598336954666,0.0739422575068377,0.487026896940488,0.382099231500241,0.332566718950669,0.232251399500494,0.350207668632813,0.079756885387063,0.0341873316101006,0.794500993880119,0.438499870151937,0.161712602349107,0.205026042687682,0.17574835104492,0.435031905205013,0.41383352628262,0.0594845900100923,0.178019665816817,0.367017559561683,0.971216393170594,0.161156823964347,0.077430073859884,1,0.149504204498888,0.203986243142094
"419",0.264350849475354,0.0866630261975366,0.136536615484595,0.226047716513278,0.050062128567976,0.457550537911223,0.318573379624512,0.277341313599718,0.165127540990933,0.277967348905721,0.041636727844508,0.150276754230281,0.691789558425541,0.253051726333109,0.122849741599762,0.111711760325288,0.082298587782745,0.393237692950805,0.241745019219528,0.230145340518755,0.059986113836306,0.129009428609974,0.596346454893821,0.651147304841565,0.355628130339063,1,0.114386876328362,0.183109514792171
"420",0.263598202659761,0.0878777797141074,0.137958316397082,0.230567696355041,0.0494640953696614,0.455725073469265,0.316735821702857,0.275787069438192,0.163333516419119,0.275569564496903,0.0419758399842816,0.151991510083403,0.688825815887159,0.255605121227062,0.122159678472827,0.112772540464915,0.0836088873149074,0.390939522759015,0.247463842147281,0.230511832026615,0.0592121786603311,0.130195606672966,0.603583036534573,0.651945215270575,0.358565924064688,1,0.113138753997482,0.181259869681873
"421",0.150036720843935,0.107283416615764,0.311497818255873,0.272318381576965,0.106215622709829,0.478278194194338,0.375710202499313,0.326185270133574,0.337525565308851,0.341530770259592,0.0549185901204007,0.345204522451385,0.785160332424212,0.304197717506833,0.157917078531236,0.141812806281801,0.102836626827655,0.758381704668782,0.290588869061338,0.131584132166122,0.127194979855875,0.296998387436492,0.676567809958753,0.354912806212451,0.782868025117502,1,0.145262190756873,0.197979766698837
"422",0.116274129526161,0.132359970998446,0.250660894053782,0.341328188841258,0.0896046750898934,0.467135754425248,0.342467827787029,0.298061090383596,0.291364779094238,0.30471077901441,0.150636765415709,0.277314433002546,0.733365895373771,0.313195907555186,0.13834398240961,0.395469275152012,0.126330988469084,0.67592949059178,0.364787121154422,0.1018346131995,0.107812609894973,0.238118816542909,0.870497290847973,0.279868286314274,0.639658652082498,1,0.127529346201225,0.188923150912834
"423",0.153776608238886,0.0480151569224027,0.317032571659856,0.278470924068478,0.105582756158474,0.478279468469561,0.365853919595374,0.319756374768067,0.337675182730805,0.329622011505879,0.126511923416909,0.348951612238743,0.770312479066547,0.303030325478512,0.151662461761765,0.325052401948867,0.105324051374242,0.760194747939484,0.130193929401227,0.136517271003877,0.127739644691704,0.299798070210727,0.69638424096631,0.363064235242265,0.791187837457909,1,0.140417358953256,0.197014718712054
"424",0.145740156839268,0.0506333136588167,0.300089822912896,0.350102641710907,0.0840011056333411,0.478972072284172,0.369853935918866,0.320520146318035,0.269510993338292,0.329122389916819,0.133906677182154,0.330096297585518,0.773167195196347,0.319132938514342,0.150376983239218,0.343379268130499,0.132065000175113,0.72106198300153,0.137154879323323,0.129666470644768,0.131913846146796,0.283772593399757,0.733604665512335,0.344133549297589,0.749314748919703,1,0.139280179453456,0.19756955308611
"425",0.153372781061025,0.0479208091548076,0.319465672977212,0.275235235751505,0.106009546566336,0.478776339290536,0.369703579431162,0.319561868568285,0.340904099983645,0.32845135038837,0.125901147999374,0.350974746269508,0.771312831914363,0.301141968849153,0.150036376013333,0.323761533829691,0.10377742200256,0.766802523249892,0.129794467902599,0.136724933477018,0.128404936549471,0.301366840714498,0.692556693989994,0.364299037003287,0.797504842766042,1,0.139176872922293,0.197323996013533
"426",0.079591661082146,0.0703549078305161,0.1821309873145,0.144411151570457,0.0702649971360416,0.442549612392867,0.426880331402848,0.367162069987252,0.237536258414197,0.276678262119418,0.0803692283672603,0.200135960441443,0.937952550787426,0.499618652016467,0.405701809952133,0.21782995577539,0.0516625600977296,0.580697770255508,0.200839520641887,0.0707990389253465,0.0849137552862387,0.171819034497297,0.387922817058988,0.198756488967101,0.479560828262332,1,0.111887475588099,0.171301906626898
