id;label;class
AESANDES;1;CHL
AGUAS/A;1;CHL
ANDINAB;1;CHL
BCI;1;CHL
BSAN;1;CHL
CAP;1;CHL
CCU;1;CHL
CENCOSUD;1;CHL
CHILE;1;CHL
CMPC;1;CHL
COLBUN;1;CHL
CONCHA;1;CHL
COPEC;1;CHL
ECL;1;CHL
ENELAM;1;CHL
ENELCHIL;1;CHL
ENTEL;1;CHL
FALAB;1;CHL
IAM;1;CHL
ILC;1;CHL
ITAUCORP;1;CHL
PARAUCO;1;CHL
RIPLEY;1;CHL
SECUR;1;CHL
SMU;1;CHL
SONDA;1;CHL
SQM/B;1;CHL
VAPORES;1;CHL
