"","V1"
"1",0.746701196522629
"2",0.746701196522629
"3",0.746701196522629
"4",0.716502839318632
"5",0.716502839318632
"6",0.751195472327188
"7",0.751195472327188
"8",0.751195472327188
"9",0.751195472327188
"10",0.749340764161974
"11",0.746701196522629
"12",0.746701196522629
"13",0.746701196522629
"14",0.746701196522629
"15",0.74790506480213
"16",0.793144506174714
"17",0.793144506174713
"18",0.774423405247783
"19",0.77994593818668
"20",0.734885826100699
"21",0.734885826100699
"22",0.734885826100699
"23",0.75231770110013
"24",0.75231770110013
"25",0.768523165816082
"26",0.760151399470909
"27",0.744316932183085
"28",0.79523320503027
"29",0.795644820358054
"30",0.757877772737423
"31",0.812320797362499
"32",0.812320797362499
"33",0.786461261245594
"34",0.786461261245593
"35",0.786461261245593
"36",0.754933875495959
"37",0.812439834579317
"38",0.812439834579318
"39",0.828900261210847
"40",0.833693457328581
"41",0.830305508399172
"42",0.833373863051114
"43",0.830811344504983
"44",0.819832786739605
"45",0.81611673673807
"46",0.8253570306832
"47",0.830305508399172
"48",0.820681231292666
"49",0.820681231292666
"50",0.816984004895118
"51",0.816984004895118
"52",0.816984004895118
"53",0.81611673673807
"54",0.808788778455573
"55",0.778582268394793
"56",0.788592719662086
"57",0.769493631752674
"58",0.769493631752674
"59",0.769493631752674
"60",0.759076635515817
"61",0.759076635515817
"62",0.752591585999856
"63",0.754322757410045
"64",0.702795946602196
"65",0.750996260443798
"66",0.73345159012131
"67",0.73953568623585
"68",0.735781754716115
"69",0.727942146593736
"70",0.727942146593736
"71",0.771287220864385
"72",0.729446760556309
"73",0.771287220864385
"74",0.775920476879041
"75",0.793338392495351
"76",0.770737236149697
"77",0.788288117958907
"78",0.801141503086565
"79",0.801141503086565
"80",0.790977790526713
"81",0.804435187810559
"82",0.804540922437455
"83",0.771036250781867
"84",0.771036250781867
"85",0.76812701454056
"86",0.761762032654968
"87",0.763684256620181
"88",0.763684256620181
"89",0.763684256620181
"90",0.756756335987875
"91",0.756756335987876
"92",0.756756335987876
"93",0.764186694819038
"94",0.756756335987876
"95",0.756756335987875
"96",0.756161336539938
"97",0.754226343518802
"98",0.775966784550827
"99",0.775966784550827
"100",0.767955896082079
"101",0.760687171342722
"102",0.760687171342722
"103",0.77914750669608
"104",0.777855061403126
"105",0.777855061403126
"106",0.777855061403126
"107",0.729220303318456
"108",0.763190306656748
"109",0.728004804497123
"110",0.728004804497123
"111",0.746324099331355
"112",0.746324099331355
"113",0.728004804497123
"114",0.728004804497123
"115",0.728004804497123
"116",0.728004804497123
"117",0.728004804497123
"118",0.755756487127979
"119",0.760181928502184
"120",0.786987051263115
"121",0.765463349501352
"122",0.768436508241515
"123",0.776247027183076
"124",0.776247027183076
"125",0.776247027183076
"126",0.776247027183076
"127",0.771644650541409
"128",0.77313833610557
"129",0.777828920411939
"130",0.734530160412683
"131",0.734530160412682
"132",0.807646452972988
"133",0.807646452972988
"134",0.762843196707221
"135",0.762843196707221
"136",0.759149834345875
"137",0.759149834345875
"138",0.754335492601464
"139",0.754675719176487
"140",0.69162355295686
"141",0.754675719176487
"142",0.7647275984551
"143",0.7647275984551
"144",0.7647275984551
"145",0.7647275984551
"146",0.809021813185942
"147",0.806153316595216
"148",0.806153316595216
"149",0.761588977619958
"150",0.761588977619958
"151",0.761634938521348
"152",0.761634938521348
"153",0.811547645729106
"154",0.804095395003148
"155",0.806685680337567
"156",0.761688301928264
"157",0.761688301928264
"158",0.761688301928264
"159",0.761688301928264
"160",0.761688301928264
"161",0.761688301928264
"162",0.761688301928264
"163",0.761688301928264
"164",0.762808005791131
"165",0.734026925772101
"166",0.734623992550439
"167",0.734623992550439
"168",0.780515119825884
"169",0.780515119825884
"170",0.780515119825884
"171",0.763979246439719
"172",0.781486780416094
"173",0.762843436467939
"174",0.762843436467939
"175",0.762843436467939
"176",0.765757444633717
"177",0.76653103632879
"178",0.771412953778459
